,DrugID,Generic Name,DEA Schedule,Common Uses,Interacts With,Risk Level,Interaction_ID
4708,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",buspirone,Minor,66381
4709,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefotaxime,Minor,22303
4710,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cimetidine,Minor,97117
4711,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",aminocaproic acid,Minor,99632
4712,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dextromethorphan,Minor,55140
4713,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cyclophosphamide,Minor,53073
4714,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",ciprofloxacin,Minor,19877
4715,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",benazepril,Minor,90825
4716,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cephalexin,Minor,24936
4717,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",clonidine,Minor,59962
4718,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",levocarnitine,Minor,34149
4719,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",enalapril,Minor,96791
4720,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",diclofenac,Minor,47092
4721,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",doxazosin,Minor,43420
4722,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",chloroquine,Minor,24911
4723,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",butorphanol,Minor,99807
4724,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",bisoprolol,Minor,59580
4725,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fluphenazine,Minor,86673
4726,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",efavirenz,Minor,62337
4727,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",niacin,Minor,69623
4728,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",alendronic acid,Minor,45403
4729,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",adenosine,Minor,85956
4730,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",leucovorin,Minor,51646
4731,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",verapamil,Minor,43771
4732,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",epinephrine,Minor,91450
4733,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",amphotericin b,Minor,14846
4734,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",flurazepam,Minor,21937
4735,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",flurbiprofen,Minor,29894
4736,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",mannitol,Minor,33387
4737,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",deferoxamine,Minor,11347
4738,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",etodolac,Minor,81084
4739,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dolasetron,Minor,24223
4740,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",clopidogrel,Minor,61348
4741,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",alprostadil,Minor,53527
4742,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",etoposide,Minor,35341
4743,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",estradiol,Minor,34872
4744,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",acyclovir,Minor,74179
4745,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",naproxen,Minor,73159
4746,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dicyclomine,Minor,24249
4747,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fentanyl,Minor,39211
4748,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",acetazolamide,Minor,15732
4749,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",diazepam,Minor,44161
4750,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefaclor,Minor,43943
4751,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",donepezil,Minor,10986
4752,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",diflunisal,Minor,97691
4753,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",chlorhexidine,Minor,66412
4754,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",chlorothiazide,Minor,22844
4755,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",bumetanide,Minor,51399
4756,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",didanosine,Minor,69369
4757,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",quinidine,Minor,49070
4758,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",amantadine,Minor,39031
4759,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",buprenorphine,Minor,79566
4760,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cyclobenzaprine,Minor,66649
4761,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",famotidine,Minor,50756
4762,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",acetylsalicylic acid,Minor,25522
4763,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fexofenadine,Minor,34492
4764,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dactinomycin,Minor,77503
4765,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",azelastine,Minor,96008
4766,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dipyridamole,Minor,61510
4767,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cytarabine,Minor,85605
4768,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",azathioprine,Minor,37353
4769,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",doxorubicin,Minor,71772
4770,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",salbutamol,Minor,38698
4771,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",felodipine,Minor,95994
4772,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fenofibrate,Minor,27647
4773,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fluocinonide,Minor,77851
4774,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",abacavir,Minor,40003
4775,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",amoxicillin,Minor,98592
4776,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",clonazepam,Minor,78212
4777,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fludarabine,Minor,36844
4778,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",atorvastatin,Minor,77607
4779,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",etidronic acid,Minor,61121
4780,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",fluvastatin,Minor,91443
4781,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",heparin,Minor,69544
4782,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefuroxime,Minor,51268
4783,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",amiodarone,Minor,90581
4784,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",econazole,Minor,88477
4785,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",bicalutamide,Minor,18402
4786,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",carvedilol,Minor,80748
4787,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefadroxil,Minor,12371
4788,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",doxepin,Minor,36934
4789,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefprozil,Minor,92634
4790,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",bupropion,Minor,83643
4791,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",ciclopirox,Minor,43950
4792,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",clindamycin,Minor,30442
4793,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",acebutolol,Minor,17694
4794,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",flecainide,Minor,94264
4795,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",captopril,Minor,65537
4796,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",flumazenil,Minor,80004
4797,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",ceftriaxone,Minor,47237
4798,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",estazolam,Minor,81196
4799,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",finasteride,Minor,27075
4800,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",anastrozole,Minor,91049
4801,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",budesonide,Minor,19682
4802,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",dexamethasone,Minor,27589
4803,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",epoprostenol,Minor,12454
4804,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",docetaxel,Minor,62050
4805,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefazolin,Minor,10089
4806,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",danazol,Minor,84275
4807,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cefepime,Minor,52515
4808,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",calcipotriol,Minor,56524
4809,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",gamma-aminobutyric acid,Minor,74943
4810,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",acetylcysteine,Minor,52610
4811,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",vitamin d,Minor,10915
4812,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",galactose,Minor,96974
4813,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",pancrelipase,Moderate,64536
4814,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cyclosporine,Minor,87297
4815,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",cyanocobalamin,Minor,51371
4816,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",calcitriol,Minor,56268
4817,82950,folic acid,Non-Control,"Folic acid deficiency, pregnancy support",octreotide,Minor,84079
7398,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",ethanol,Moderate,53125
7399,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",amifostine,Moderate,10853
7400,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iothalamic acid,Moderate,46641
7401,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",promethazine,Moderate,39177
7402,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",nitrous acid,Moderate,58109
7403,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iopromide,Moderate,37238
7404,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iopamidol,Moderate,37446
7405,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iohexol,Moderate,52403
7406,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",sodium zirconium cyclosilicate,Moderate,27610
7407,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",prednisolone,Moderate,47261
7408,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iodipamide,Moderate,87496
7409,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",iodixanol,Moderate,80432
7410,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",ioversol,Moderate,56265
7411,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",ioxilan,Moderate,43286
7412,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",tolbutamide,Moderate,42128
7413,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",naloxone,Minor,77812
7414,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",mannitol,Minor,33387
7415,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",deferoxamine,Minor,11347
7416,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",flumazenil,Minor,80004
7417,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",acetylcysteine,Minor,52610
7418,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",galactose,Minor,96974
7419,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",diatrizoate,Moderate,88649
7420,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",folic acid,Minor,81096
7421,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",vitamin a,Minor,22945
7422,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",leucovorin,Minor,51646
7423,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",gadodiamide,Minor,98083
7424,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",gadoversetamide,Minor,61006
7425,55882,furosemide,Non-Control,"Fluid retention, high blood pressure",sevelamer,Minor,49368
7482,96473,gabapentin,Non-Control,"Nerve pain, seizures",promethazine,Moderate,39177
7483,96473,gabapentin,Non-Control,"Nerve pain, seizures",magnesium carbonate,Minor,81199
7484,96473,gabapentin,Non-Control,"Nerve pain, seizures",iopromide,Minor,37238
7485,96473,gabapentin,Non-Control,"Nerve pain, seizures",acetylcysteine,Minor,52610
7486,96473,gabapentin,Non-Control,"Nerve pain, seizures",galactose,Minor,96974
7487,96473,gabapentin,Non-Control,"Nerve pain, seizures",ethanol,Moderate,53125
7488,96473,gabapentin,Non-Control,"Nerve pain, seizures",folic acid,Minor,81096
7489,96473,gabapentin,Non-Control,"Nerve pain, seizures",leucovorin,Minor,51646
7490,96473,gabapentin,Non-Control,"Nerve pain, seizures",mannitol,Minor,33387
7491,96473,gabapentin,Non-Control,"Nerve pain, seizures",gadodiamide,Minor,98083
7492,96473,gabapentin,Non-Control,"Nerve pain, seizures",gadoversetamide,Minor,61006
7493,96473,gabapentin,Non-Control,"Nerve pain, seizures",sevelamer,Minor,49368
7494,96473,gabapentin,Non-Control,"Nerve pain, seizures",prednisolone,Minor,47261
7613,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",amifostine,Moderate,10853
7614,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",diazoxide,Moderate,10803
7615,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iodipamide,Moderate,87496
7616,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iodixanol,Moderate,80432
7617,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iohexol,Moderate,52403
7618,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iopamidol,Moderate,37446
7619,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iopromide,Moderate,37238
7620,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",iothalamic acid,Moderate,46641
7621,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",ioversol,Moderate,56265
7622,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",ioxilan,Moderate,43286
7623,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",promethazine,Moderate,39177
7624,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",nitrous acid,Moderate,58109
7625,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",tolbutamide,Moderate,42128
7626,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",acetylcysteine,Minor,52610
7627,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",ethanol,Moderate,53125
7628,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",calcium acetate,Moderate,46565
7629,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",diatrizoate,Moderate,88649
7630,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",prednisolone,Moderate,47261
7631,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",folic acid,Minor,81096
7632,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",leucovorin,Minor,51646
7633,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",gadoversetamide,Minor,61006
7634,31608,hydrochlorothiazide,Non-Control,"High blood pressure, fluid retention",sevelamer,Minor,49368
7747,47557,ibuprofen,Non-Control,"Pain relief, inflammation",deferasirox,Major,11731
7748,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iodipamide,Major,87496
7749,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iodixanol,Major,80432
7750,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iohexol,Major,52403
7751,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iopamidol,Major,37446
7752,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iopromide,Major,37238
7753,47557,ibuprofen,Non-Control,"Pain relief, inflammation",iothalamic acid,Major,46641
7754,47557,ibuprofen,Non-Control,"Pain relief, inflammation",ioversol,Major,56265
7755,47557,ibuprofen,Non-Control,"Pain relief, inflammation",ioxilan,Major,43286
7756,47557,ibuprofen,Non-Control,"Pain relief, inflammation",macimorelin,Moderate,36916
7757,47557,ibuprofen,Non-Control,"Pain relief, inflammation",potassium iodide,Moderate,44902
7758,47557,ibuprofen,Non-Control,"Pain relief, inflammation",tolbutamide,Moderate,42128
7759,47557,ibuprofen,Non-Control,"Pain relief, inflammation",promethazine,Minor,39177
7760,47557,ibuprofen,Non-Control,"Pain relief, inflammation",acetylcysteine,Minor,52610
7761,47557,ibuprofen,Non-Control,"Pain relief, inflammation",galactose,Minor,96974
7762,47557,ibuprofen,Non-Control,"Pain relief, inflammation",diatrizoate,Major,88649
7763,47557,ibuprofen,Non-Control,"Pain relief, inflammation",ethanol,Moderate,53125
7764,47557,ibuprofen,Non-Control,"Pain relief, inflammation",ibritumomab tiuxetan,Major,76531
7765,47557,ibuprofen,Non-Control,"Pain relief, inflammation",tositumomab (i-131),Major,66679
7766,47557,ibuprofen,Non-Control,"Pain relief, inflammation",prednisolone,Moderate,47261
7767,47557,ibuprofen,Non-Control,"Pain relief, inflammation",tositumomab,Major,49493
7768,47557,ibuprofen,Non-Control,"Pain relief, inflammation",folic acid,Minor,81096
7769,47557,ibuprofen,Non-Control,"Pain relief, inflammation",caffeine,Minor,67487
7770,47557,ibuprofen,Non-Control,"Pain relief, inflammation",leucovorin,Minor,51646
7771,47557,ibuprofen,Non-Control,"Pain relief, inflammation",mannitol,Minor,33387
7772,47557,ibuprofen,Non-Control,"Pain relief, inflammation",sevelamer,Minor,49368
12356,74520,insulin degludec,Non-Control,Diabetes,macimorelin,Moderate,36916
12357,74520,insulin degludec,Non-Control,Diabetes,ethanol,Moderate,53125
12358,74520,insulin degludec,Non-Control,Diabetes,diazoxide,Moderate,10803
12359,74520,insulin degludec,Non-Control,Diabetes,phentolamine,Minor,95096
12360,74520,insulin degludec,Non-Control,Diabetes,promethazine,Moderate,39177
12361,74520,insulin degludec,Non-Control,Diabetes,fludeoxyglucose (18f),Moderate,38705
12362,74520,insulin degludec,Non-Control,Diabetes,prednisolone,Moderate,47261
12363,74520,insulin degludec,Non-Control,Diabetes,sermorelin,Moderate,18529
12364,74520,insulin degludec,Non-Control,Diabetes,tolbutamide,Moderate,42128
12401,31396,insulin glargine,Non-Control,Diabetes,ethanol,Moderate,53125
12402,31396,insulin glargine,Non-Control,Diabetes,diazoxide,Moderate,10803
12403,31396,insulin glargine,Non-Control,Diabetes,phentolamine,Minor,95096
12404,31396,insulin glargine,Non-Control,Diabetes,promethazine,Moderate,39177
12405,31396,insulin glargine,Non-Control,Diabetes,fludeoxyglucose (18f),Moderate,38705
12406,31396,insulin glargine,Non-Control,Diabetes,macimorelin,Moderate,36916
12407,31396,insulin glargine,Non-Control,Diabetes,prednisolone,Moderate,47261
12408,31396,insulin glargine,Non-Control,Diabetes,tolbutamide,Moderate,42128
12409,31396,insulin glargine,Non-Control,Diabetes,sermorelin,Moderate,18529
12491,84154,insulin lispro,Non-Control,Diabetes,ethanol,Moderate,53125
12492,84154,insulin lispro,Non-Control,Diabetes,diazoxide,Moderate,10803
12493,84154,insulin lispro,Non-Control,Diabetes,phentolamine,Minor,95096
12494,84154,insulin lispro,Non-Control,Diabetes,macimorelin,Moderate,36916
12495,84154,insulin lispro,Non-Control,Diabetes,promethazine,Moderate,39177
12496,84154,insulin lispro,Non-Control,Diabetes,prednisolone,Moderate,47261
12497,84154,insulin lispro,Non-Control,Diabetes,fludeoxyglucose (18f),Moderate,38705
12498,84154,insulin lispro,Non-Control,Diabetes,tolbutamide,Moderate,42128
12499,84154,insulin lispro,Non-Control,Diabetes,sermorelin,Moderate,18529
12675,46442,levetiracetam,Non-Control,"Seizures, epilepsy",acetylcysteine,Minor,52610
12676,46442,levetiracetam,Non-Control,"Seizures, epilepsy",ethanol,Moderate,53125
12677,46442,levetiracetam,Non-Control,"Seizures, epilepsy",promethazine,Moderate,39177
12678,46442,levetiracetam,Non-Control,"Seizures, epilepsy",folic acid,Minor,81096
12679,46442,levetiracetam,Non-Control,"Seizures, epilepsy",leucovorin,Minor,51646
12680,46442,levetiracetam,Non-Control,"Seizures, epilepsy",mannitol,Minor,33387
12681,46442,levetiracetam,Non-Control,"Seizures, epilepsy",prednisolone,Minor,47261
12682,46442,levetiracetam,Non-Control,"Seizures, epilepsy",sevelamer,Minor,49368
12760,69373,levothyroxine,Non-Control,Hypothyroidism,tetraferric tricitrate decahydrate,Moderate,57852
12761,69373,levothyroxine,Non-Control,Hypothyroidism,lanthanum carbonate,Moderate,73840
12762,69373,levothyroxine,Non-Control,Hypothyroidism,magnesium carbonate,Moderate,81199
12763,69373,levothyroxine,Non-Control,Hypothyroidism,sevelamer,Moderate,49368
12764,69373,levothyroxine,Non-Control,Hypothyroidism,iodide i-131,Moderate,89593
12765,69373,levothyroxine,Non-Control,Hypothyroidism,tolevamer,Moderate,30109
12766,69373,levothyroxine,Non-Control,Hypothyroidism,iron sucrose,Moderate,84603
12767,69373,levothyroxine,Non-Control,Hypothyroidism,tolbutamide,Moderate,42128
12768,69373,levothyroxine,Non-Control,Hypothyroidism,gadoversetamide,Minor,61006
12769,69373,levothyroxine,Non-Control,Hypothyroidism,deferoxamine,Minor,11347
12770,69373,levothyroxine,Non-Control,Hypothyroidism,prednisolone,Minor,47261
12771,69373,levothyroxine,Non-Control,Hypothyroidism,promethazine,Minor,39177
12772,69373,levothyroxine,Non-Control,Hypothyroidism,amifostine,Minor,10853
12773,69373,levothyroxine,Non-Control,Hypothyroidism,naloxone,Minor,77812
12774,69373,levothyroxine,Non-Control,Hypothyroidism,iodixanol,Minor,80432
12775,69373,levothyroxine,Non-Control,Hypothyroidism,ioversol,Minor,56265
12776,69373,levothyroxine,Non-Control,Hypothyroidism,iopromide,Minor,37238
12777,69373,levothyroxine,Non-Control,Hypothyroidism,leucovorin,Minor,51646
12778,69373,levothyroxine,Non-Control,Hypothyroidism,mannitol,Minor,33387
12779,69373,levothyroxine,Non-Control,Hypothyroidism,acetylcysteine,Minor,52610
12780,69373,levothyroxine,Non-Control,Hypothyroidism,galactose,Minor,96974
12781,69373,levothyroxine,Non-Control,Hypothyroidism,calcium acetate,Moderate,46565
12782,69373,levothyroxine,Non-Control,Hypothyroidism,folic acid,Minor,81096
12783,69373,levothyroxine,Non-Control,Hypothyroidism,vitamin a,Minor,22945
12784,69373,levothyroxine,Non-Control,Hypothyroidism,hydroxocobalamin,Minor,34047
12785,69373,levothyroxine,Non-Control,Hypothyroidism,gadodiamide,Minor,98083
12816,85845,lisinopril,Non-Control,"High blood pressure, heart failure",amifostine,Moderate,10853
12817,85845,lisinopril,Non-Control,"High blood pressure, heart failure",potassium iodide,Major,44902
12818,85845,lisinopril,Non-Control,"High blood pressure, heart failure",promethazine,Moderate,39177
12819,85845,lisinopril,Non-Control,"High blood pressure, heart failure",nitrous acid,Moderate,58109
12820,85845,lisinopril,Non-Control,"High blood pressure, heart failure",iron sucrose,Moderate,84603
12821,85845,lisinopril,Non-Control,"High blood pressure, heart failure",lanthanum carbonate,Moderate,73840
12822,85845,lisinopril,Non-Control,"High blood pressure, heart failure",magnesium carbonate,Minor,81199
12823,85845,lisinopril,Non-Control,"High blood pressure, heart failure",mannitol,Moderate,33387
12824,85845,lisinopril,Non-Control,"High blood pressure, heart failure",prednisolone,Moderate,47261
12825,85845,lisinopril,Non-Control,"High blood pressure, heart failure",tolbutamide,Moderate,42128
12826,85845,lisinopril,Non-Control,"High blood pressure, heart failure",deferoxamine,Minor,11347
12827,85845,lisinopril,Non-Control,"High blood pressure, heart failure",iodixanol,Minor,80432
12828,85845,lisinopril,Non-Control,"High blood pressure, heart failure",acetylcysteine,Minor,52610
12829,85845,lisinopril,Non-Control,"High blood pressure, heart failure",iopromide,Minor,37238
12830,85845,lisinopril,Non-Control,"High blood pressure, heart failure",galactose,Minor,96974
12831,85845,lisinopril,Non-Control,"High blood pressure, heart failure",folic acid,Minor,81096
12832,85845,lisinopril,Non-Control,"High blood pressure, heart failure",vitamin a,Minor,22945
12833,85845,lisinopril,Non-Control,"High blood pressure, heart failure",leucovorin,Minor,51646
12834,85845,lisinopril,Non-Control,"High blood pressure, heart failure",hydroxocobalamin,Minor,34047
12835,85845,lisinopril,Non-Control,"High blood pressure, heart failure",gadodiamide,Minor,98083
12836,85845,lisinopril,Non-Control,"High blood pressure, heart failure",gadoversetamide,Minor,61006
12837,85845,lisinopril,Non-Control,"High blood pressure, heart failure",sevelamer,Minor,49368
13018,35400,losartan,Non-Control,High blood pressure,amifostine,Moderate,10853
13019,35400,losartan,Non-Control,High blood pressure,potassium iodide,Major,44902
13020,35400,losartan,Non-Control,High blood pressure,promethazine,Moderate,39177
13021,35400,losartan,Non-Control,High blood pressure,nitrous acid,Moderate,58109
13022,35400,losartan,Non-Control,High blood pressure,prednisolone,Moderate,47261
13023,35400,losartan,Non-Control,High blood pressure,tolbutamide,Minor,42128
13024,35400,losartan,Non-Control,High blood pressure,mannitol,Minor,33387
13025,35400,losartan,Non-Control,High blood pressure,acetylcysteine,Minor,52610
13026,35400,losartan,Non-Control,High blood pressure,iopromide,Minor,37238
13027,35400,losartan,Non-Control,High blood pressure,galactose,Minor,96974
13028,35400,losartan,Non-Control,High blood pressure,folic acid,Minor,81096
13029,35400,losartan,Non-Control,High blood pressure,leucovorin,Minor,51646
13030,35400,losartan,Non-Control,High blood pressure,gadodiamide,Minor,98083
13031,35400,losartan,Non-Control,High blood pressure,sevelamer,Minor,49368
13062,49225,meloxicam,Non-Control,"Pain relief, inflammation",ethanol,Moderate,53125
13063,49225,meloxicam,Non-Control,"Pain relief, inflammation",iothalamic acid,Major,46641
13064,49225,meloxicam,Non-Control,"Pain relief, inflammation",deferasirox,Major,11731
13065,49225,meloxicam,Non-Control,"Pain relief, inflammation",tolevamer,Major,30109
13066,49225,meloxicam,Non-Control,"Pain relief, inflammation",iopromide,Major,37238
13067,49225,meloxicam,Non-Control,"Pain relief, inflammation",iopamidol,Major,37446
13068,49225,meloxicam,Non-Control,"Pain relief, inflammation",macimorelin,Moderate,36916
13069,49225,meloxicam,Non-Control,"Pain relief, inflammation",iodipamide,Major,87496
13070,49225,meloxicam,Non-Control,"Pain relief, inflammation",iodixanol,Major,80432
13071,49225,meloxicam,Non-Control,"Pain relief, inflammation",iohexol,Major,52403
13072,49225,meloxicam,Non-Control,"Pain relief, inflammation",ioversol,Major,56265
13073,49225,meloxicam,Non-Control,"Pain relief, inflammation",ioxilan,Major,43286
